name,surveys,exclude_from_release,title,description
zstigma_scale_score,[1],,Zscore:  Stigma scale: average score of 6 stigma items; higher scores indicate higher stigma.,
age4_1,[1],,AGE4=18-29,
age4_2,[1],,AGE4=30-44,
age4_3,[1],,AGE4=45-59,
age4_4,[1],,AGE4=60+,
ps_i_seekmedical_bi_rev,[1],,,
ps_i_seekmedical_uni_rev,[1],,,
zps_i_seekmedical_uni_rev,[1],,Zscore(PS_I_SeekMedical_Uni_REV),
zps_i_seekmedical_bi_rev,[1],,Zscore(PS_I_SeekMedical_Bi_REV),
z_ps_i_seekmedical_rev,[1],,,
ps_i_seekmedical_rev,[1],,,
ps_c_mandatory_bi_rev,[1],,,
ps_c_mandatory_uni_rev,[1],,,
zps_c_mandatory_uni_rev,[1],,Zscore(PS_C_Mandatory_Uni_REV),
zps_c_mandatory_bi_rev,[1],,Zscore(PS_C_Mandatory_Bi_REV),
z_ps_c_mandatory_rev,[1],,,
ps_c_mandatory_rev,[1],,,
new_policy_scale_rev,[1],,Policy scale coded so higher scores indicate less endorsement of supportive policies,
znew_policy_scale_rev,[1],,Zscore:  Policy scale coded so higher scores indicate less endorsement of supportive policies,
zsco01,[1],,Zscore(NEW_Policy_Scale_rev)  Policy scale coded so higher scores indicate less endorsement of supportive policies,
zsco02,[1],,Zscore(Discrimination_Scale_Score)  Acceptance of discrimination scale score from average of four items. Higher scores indicate more acceptance of discrimination.,
zsco03,[1],,Zscore(Stigma_Scale_Score)  Stigma scale: average score of 6 stigma items; higher scores indicate higher stigma.,
zsco04,[1],,Zscore(Criminality_Scale_Score)  Perceptions of criminality scale score. Average of five items with higher scores indicating more perceived criminality toward those with OUD.,
zsco05,[1],,"Zscore(DisregardofOUD)  Disregard of OUD factor analysis scale, with higher scores indicating more disregard of OUD as a medical condition",
zss_f_trust_bi,[1],,Zscore:  [A person who is currently addicted to opioids/prescription pain medication cannot be trusted.] Do you disagree or agree with the following statements?,
personalcrimjust_ever,"[1, 2, 3, 4, 5, 7, 8, 9]",,,
familycrimjust_ever,"[1, 2, 3, 4, 5, 7, 8, 9]",,,
hh05,"[1, 2, 3, 4, 5, 7, 8, 9]",,,
income4,"[1, 2, 3, 4, 5, 7, 8, 9]",,Household income (4 categories),
jan20_lackedcompanionship,[2],,[That you lacked companionship] At the start of the New Year in January 2020…how often did you feel…,
jan20_leftout,[2],,[Left out] At the start of the New Year in January 2020…how often did you feel…,
jan20_isolated,[2],,[Isolated from others] At the start of the New Year in January 2020…how often did you feel…,
personal_covidtest,"[2, 3, 4, 5]",,"Have you been tested for COVID-19 (coronavirus)? If so, what was the result?",
household_covidtest,"[2, 3]",,Has anyone else in your household (not counting yourself) been tested for COVID-19 (coronavirus)?,
canceldoc_react,[2],,[Cancelled a doctor’s appointment] Which of the following have you done in reaction as a general response to the coronavirus pandemic?,
prayed_react,[2],,[Prayed] Which of the following have you done in reaction as a general response to the coronavirus pandemic?,
telehealth_react,[2],,[Had a ‘telehealth visit’ with a doctor or other health care provider] Which of the following have you done in reaction as a general response to the coronavirus pandemic?,
avoidcontact_react,[2],,[Avoided in-person contact with friends or family] Which of the following have you done in reaction as a general response to the coronavirus pandemic?,
washhands_react,[2],,[Washed/Sanitized hands more than usual] Which of the following have you done in reaction as a general response to the coronavirus pandemic?,
isolatedhhmember_react,[2],,[Isolated from other person(s) who lives with you] Which of the following have you done in reaction as a general response to the coronavirus pandemic?,
cancelwork_react,[2],,[Cancelled/postponed work or school activities] Which of the following have you done in reaction as a general response to the coronavirus pandemic?,
canceltravel_react,[2],,[Cancelled/postponed travel] Which of the following have you done in reaction as a general response to the coronavirus pandemic?,
notlefthome_react,[2],,[Have not left my home] Which of the following have you done in reaction as a general response to the coronavirus pandemic?,
othersafe_react,[2],,[I have done other things to keep myself safe] Which of the following have you done in reaction as a general response to the coronavirus pandemic?,
none_react,[2],,[I have not taken any of these steps] Which of the following have you done in reaction as a general response to the coronavirus pandemic?,
limittrips_measure,[2],,"[Limiting trips out of the house to essential work or errands] Which of the following measures, if any, are you taking in response to the outbreak of the new coronavirus?",
wfh_measure,[2],,"[Working from home] Which of the following measures, if any, are you taking in response to the outbreak of the new coronavirus?",
groups10_measure,"[2, 4]",,"[Limiting interactions with others to groups of 10 or less] Which of the following measures, if any, are you taking in response to the outbreak of the new coronavirus?",
sixfeet_measure,"[2, 4]",,"[Keeping a 6-foot radius when interacting with people you do not live with] Which of the following measures, if any, are you taking in response to the outbreak of the new coronavirus?",
stockfood_measure,[2],,"[Stocking up on extra food] Which of the following measures, if any, are you taking in response to the outbreak of the new coronavirus?",
stockcleaning_measure,[2],,"[Stocking up on extra cleaning supplies] Which of the following measures, if any, are you taking in response to the outbreak of the new coronavirus?",
wearmask_measure,"[2, 4]",,"[Wearing a mask when leaving home] Which of the following measures, if any, are you taking in response to the outbreak of the new coronavirus?",
foodneighbors_helpcomm,[2],,"[Getting food or medicine for neighbors] Which of the following new actions are you taking to help your family, friends or your community respond to the COVID-19 pandemic and social distancing rules?",
childcare_helpcomm,[2],,"[Providing childcare] Which of the following new actions are you taking to help your family, friends or your community respond to the COVID-19 pandemic and social distancing rules?",
contactfriends_helpcomm,[2],,"[Contacting friends or family to keep in touch] Which of the following new actions are you taking to help your family, friends or your community respond to the COVID-19 pandemic and social distancing rules?",
other_helpcomm,[2],,"[I have done other things to help] Which of the following new actions are you taking to help your family, friends or your community respond to the COVID-19 pandemic and social distancing rules?",
nothing_helpcomm,[2],,"[I am not taking any new actions] Which of the following new actions are you taking to help your family, friends or your community respond to the COVID-19 pandemic and social distancing rules?",
donateblood_frequency,[2],,"[Donated blood] Since the coronavirus outbreak began in the U.S., how often have you done each of the following?",
donatereligiousorg_frequency,[2],,"[Donated money, food, or supplies to a religious organization or group] Since the coronavirus outbreak began in the U.S., how often have you done each of the following?",
donatenonreligious_frequency,[2],,"[Donated money, food, or supplies to a non-religious organization or group] Since the coronavirus outbreak began in the U.S., how often have you done each of the following?",
connectsocially_days,[2],,"[Connected socially with friends or family] Out of the past seven days, what is your best estimate of the number of days that you did each of the following activities?",
relax_days,[2],,"[Made time to relax] Out of the past seven days, what is your best estimate of the number of days that you did each of the following activities?",
exercise_days,[2],,"[Exercised] Out of the past seven days, what is your best estimate of the number of days that you did each of the following activities?",
meditated_days,[2],,"[Meditated] Out of the past seven days, what is your best estimate of the number of days that you did each of the following activities?",
alcohol_days,"[2, 4]",,"[Drank alcohol] Out of the past seven days, what is your best estimate of the number of days that you did each of the following activities?",
cannabis_days,"[2, 4]",,"[Used cannabis products such as marijuana] Out of the past seven days, what is your best estimate of the number of days that you did each of the following activities?",
otherrecdrug_days,"[2, 4]",,"[Used recreational drugs other than alcohol or cannabis products] Out of the past seven days, what is your best estimate of the number of days that you did each of the following activities?",
unemployedprior_covidemployment,[2],,[Someone was unemployed prior to the pandemic] Have you or has someone in your household experienced any of the following employment-related changes directly or indirectly due to the coronavirus pandemic?,
nochanges_covidemployment,[2],,[Someone is working in the same job and has experienced no changes] Have you or has someone in your household experienced any of the following employment-related changes directly or indirectly due to the coronavirus pandemic?,
onleave_covidemployment,[2],,[Someone is on sick leave or other leave from the same job] Have you or has someone in your household experienced any of the following employment-related changes directly or indirectly due to the coronavirus pandemic?,
laidoff_covidemployment,[2],,[Someone has been laid off from the same job] Have you or has someone in your household experienced any of the following employment-related changes directly or indirectly due to the coronavirus pandemic?,
fewerhours_covidemployment,[2],,[Someone has been scheduled for fewer hours from the same job] Have you or has someone in your household experienced any of the following employment-related changes directly or indirectly due to the coronavirus pandemic?,
wfh_covidemployment,[2],,[Someone has chosen to work from home for the same job] Have you or has someone in your household experienced any of the following employment-related changes directly or indirectly due to the coronavirus pandemic?,
unpaidto_covidemployment,[2],,[Someone has taken unpaid time off from the same job] Have you or has someone in your household experienced any of the following employment-related changes directly or indirectly due to the coronavirus pandemic?,
reducedpay_covidemployment,[2],,[Someone had their wages or salary reduced from the same job] Have you or has someone in your household experienced any of the following employment-related changes directly or indirectly due to the coronavirus pandemic?,
newjob_covidemployment,[2],,[Someone is now working at a different job] Have you or has someone in your household experienced any of the following employment-related changes directly or indirectly due to the coronavirus pandemic?,
cantwork_covidemployment,[2],,[Someone is not looking for work and/or unavailable to work] Have you or has someone in your household experienced any of the following employment-related changes directly or indirectly due to the coronavirus pandemic?,
paymortgage,[2],,Have you had any issues being able to pay your rent or mortgage due to the coronavirus pandemic?,
hh_death_covid,[2],,Has anyone in your household passed away/died related to COVID-19 (coronavirus)?,
newguest,[2],,Do you have a friend or family member staying in your home now who does not ordinarily stay with you?,
newguest_covid,[2],,Is this person living with you because of a financial challenge or other personal circumstances related to COVID-19?,
newguest_lengthofstay,[2],,How long do you expect this person to live with you?,
newguest_mentalhealth,[2],,"Has this friend ever been told by a doctor that they have a mental health condition (for example, anxiety, depression)?",
newguest_sud,[2],,"Does this friend currently have a substance use disorder (for example, substance addiction, abuse or dependence)?",
nervous_pastmonth,"[2, 4, 7, 8, 9]",,[Been a very nervous person] Over the past month how often have you:,
downhearted_pastmonth,"[2, 4, 7, 8, 9]",,[Felt downhearted and blue] Over the past month how often have you:,
calm_pastmonth,"[2, 4, 7, 8, 9]",,[Felt calm and peaceful] Over the past month how often have you:,
dumps_pastmonth,"[2, 4, 7, 8, 9]",,[Felt so down in the dumps that nothing could cheer you up] Over the past month how often have you:,
happy_pastmonth,"[2, 4, 7, 8, 9]",,[Been a happy person] Over the past month how often have you:,
pastmonth_lackedcompanionship,[2],,"[That you lacked companionship] In the past month, how often did you feel…",
pastmonth_leftout,[2],,"[Left out] In the past month, how often did you feel…",
pastmonth_isolated,[2],,"[Isolated from others] In the past month, how often did you feel…",
communication_changed,[2],,"Compared to the month of January 2020, before the outbreak began, how has the frequency of your communication with close friends and family to provide/receive social support changed?",
obtainfood_difficulty,[2],,[Obtaining the food that you need because of the COVID-19 pandemic or social distancing rules] How much difficulty do you have…,
obtainmedicine_difficulty,[2],,[Obtaining the medicine that you need because of the COVID-19 pandemic or social distancing rules] How much difficulty do you have…,
routinemedcare_difficulty,[2],,[With getting routine medical care that you need because of the COVID-19 pandemic or social distancing rules] How much difficulty do you have…,
hesitatemedicalcare,[2],,Would you hesitate to seek care if you needed medical care for a health condition?,
stayhomeorder_agreement,[2],,"Do you live in a city/town with a stay-at-home or shelter-in-place order, and do you agree with the order?",
paincontrol_difficulty,[2],,"Since the beginning of March 2020, have you noticed any difficulties getting adequate pain control for acute or chronic health conditions?",
release_incarcerated,"[2, 4]",,[Jails and Prisons should evaluate whether those convicted of non-violent crimes should be released to prevent the spread of COVID-19 within jails/prisons] Do you disagree or agree with the following statements?,
covid_increasemisuse,[2],,Do you think the COVID-19 pandemic will increase the misuse of opioids/prescription pain medication?,
personaluse_last,"[2, 3, 4, 5]",,When was the last time?,
personaluse_first,"[2, 3]",,Is this your first time misusing opioids/prescription pain medications?,
personaluse_covid,[2],,Was this due to COVID-19 (directly or indirectly)?,
treat_6mos,"[2, 3]",,"During the past 6 months, have you received treatment for your opioid/prescription pain medication misuse?",
treat_covid_difficult,[2],,Has COVID-19 made it difficult or impossible to continue this treatment?,
familyuse_last,[2],,When was the last time?,
familyuse_first,[2],,Is this their first time misusing opioids/prescription pain medications?,
familyoverdose_last,[2],,When was the last time?,
educ,[2],,Education (Highest Degree Received),
any_covidtest,"[2, 3]",,Either self or household member tested for COVID.,
positive_covidtest,"[2, 3]",,Either self or household tested postivie.,
loneliness_precovid,[2],,,
loneliness_duringcovid,[2],,,
policy_4item_scale,"[2, 3, 4, 5]",,,
mh5_scale,[2],,,
covidsymptoms,[2],,"Had COVID symptoms but was not tested, self or household.",
personalmisuse_lifetime,"[2, 3, 4, 5]",,Personal history of every misusing opioids,
famfriendmisuse_lifetime,"[2, 3, 4, 5]",,Have family or friends that have ever misused opioids,
famfriendoverdose_lifetime,"[2, 3]",,Have family member or friend that has ever overdosed,
personalmisuse_recent,"[2, 3, 4, 5]",,Personal misuse within the last 12 months,
famfriendmisuse_recent,"[2, 3]",,Family or friend has misused opiods in the past 12 months,
famfriendoverdose_recent,"[2, 3]",,Family or friend overdosed in past 12 months,
personaloverdose_lifetime,"[2, 3]",,Personal history of overdose from opioids,
personaloverdose_recent,"[2, 3]",,Personal overdose from opioids in last 12 months,
personalcrimjust_recent,"[2, 3, 4, 5, 7, 8, 9]",,,
familycrimjust_recent,"[2, 3, 4, 5, 7, 8, 9]",,,
selfhousehold_covidtested,"[2, 3, 4, 5]",,,
selfhousehold_covidpositive,"[2, 3]",,,
covid_deathinhh,[2],,,
hotspot_survey,"[2, 3]",,,
employed_vs_not,"[2, 3]",,,
support_stayhome,[2],,,
kb_treat_recover,[3],,[Some forms of substance use treatment is effective at helping people recover from an opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_medicationsexist,[3],,[Approved medications that are effective in treating opioid use disorder exist.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_seekprofessional,"[3, 7, 8, 9]",,[People with an opioid use disorder should seek professional help.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_longterm,"[3, 7, 8, 9]",,[People with an opioid use disorder require long-term treatment in order to recover.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_medications_recover,[3],,[People with an opioid use disorder need medications in order to recover.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_recovery_no_end,[3],,[Recovery is a continuous process that never ends.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_painmeds_dangerous,"[3, 7]",,[Individuals with an opioid use disorder specific to prescription pain medications are more dangerous.] Do you disagree or agree with the following statements about opioid use disorder?,
heroin_seektreatment,"[3, 7, 8]",,[Individuals with an opioid use disorder specific to heroin are more likely to seek treatment.] Do you disagree or agree with the following statements about opioid use disorder?,
heroin_recover,"[3, 7, 8]",,[Individuals with an opioid use disorder specific to heroin are more likely to recover.] Do you disagree or agree with the following statements about opioid use disorder?,
heroin_moretreatment,"[3, 7, 8]",,[Individuals with an opioid use disorder specific to heroin will require more treatment in their attempt at recovery.] Do you disagree or agree with the following statements about opioid use disorder?,
family_know_treatment,"[3, 7, 8, 9]",,[I would want my friends and family to know if I sought treatment for an opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
friend_tell_treatment,"[3, 7, 8, 9]",,[I would want my friend to tell me if they sought treatment for an opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
encourage_friend_treatment,"[3, 7, 8, 9]",,[I would encourage my friend to seek treatment if they had an opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
treatment_separate_healthcare,"[3, 7, 8]",,[Treatment for opioid use disorder should be delivered separately from general health care services.] Do you disagree or agree with the following statements about opioid use disorder?,
generalhcp_treatment,"[3, 7, 8]",,[General health care providers should not be responsible for treating individuals with an opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
generalhcp_trained,"[3, 7, 8]",,[General health care providers should be required to receive training on treatment for opioid use disorders.] Do you disagree or agree with the following statements about opioid use disorder?,
generalhcp_notreat,"[3, 7, 8, 9]",,[I would not want my general health care provider to treat individuals with an opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
opinion_changed,"[3, 7, 8, 9]",,[My opinions about opioid use disorder have changed over the last 5 years.] Do you disagree or agree with the following statements about opioid use disorder?,
at_risk,"[3, 7, 8, 9]",,[…I think I would be considered “at risk” for developing an opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
recovery_common,"[3, 7, 8, 9]",,[Recovery is the most common outcome for individuals with an opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
failing_common,"[3, 7, 8, 9]",,[Multiple failed attempts is a common characteristic of recovery from opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
recovery_religious,"[3, 5]",,[Religious in nature] Please rank the following statements corresponding to your personal definition of recovery.,
recovery_spiritual,"[3, 5]",,[Spiritual in nature and has nothing to do with religion] Please rank the following statements corresponding to your personal definition of recovery.,
recovery_physicalmental,"[3, 5]",,[Physical and mental in nature and has nothing to do with spirituality or religion] Please rank the following statements corresponding to your personal definition of recovery.,
recovery_contributes,"[3, 5]",,[Living a life that contributes to society] Please rank the following statements corresponding to your personal definition of recovery.,
recovery_enhancedquality,"[3, 5]",,[Enhanced quality of life] Please rank the following statements corresponding to your personal definition of recovery.,
recovery_profhelp,"[3, 5]",,[Seeking professional help] Please rank the following statements corresponding to your personal definition of recovery.,
recovery_purpose,"[3, 5]",,[Having a sense of purpose in life] Please rank the following statements corresponding to your personal definition of recovery.,
recovery_controlleduse,"[3, 5]",,[Moderate/controlled use of any drug and alcohol] Please rank the following statements corresponding to your personal definition of recovery.,
recovery_nodruguse,"[3, 5]",,[No use of any drug] Please rank the following statements corresponding to your personal definition of recovery.,
recovery_abstaining,"[3, 5]",,[Abstaining from any substance use] Please rank the following statements corresponding to your personal definition of recovery.,
recovhelp_pcp,"[3, 5]",,[Be referred to a Primary Care Physician] Please rank the following statements what you think is most helpful for recovery.,
recovhelp_inpatient,"[3, 5]",,[Be referred to an Intensive Inpatient Program] Please rank the following statements what you think is most helpful for recovery.,
recovhelp_selfhelp,"[3, 5]",,[Be referred to a Self-help Group] Please rank the following statements what you think is most helpful for recovery.,
recovhelp_therapist,"[3, 5]",,[Be referred to a Therapist/Psychologist/Social Worker] Please rank the following statements what you think is most helpful for recovery.,
recovhelp_medication,"[3, 5]",,[Be prescribed Medication] Please rank the following statements what you think is most helpful for recovery.,
recovhelp_talkfamily,"[3, 5]",,[Talk to Family and Friends] Please rank the following statements what you think is most helpful for recovery.,
recovhelp_naturalhealer,"[3, 5]",,[Be referred to a spiritual or natural healer] Please rank the following statements what you think is most helpful for recovery.,
recovhelp_fbo,"[3, 5]",,[Be referred to a faith-based organization/institution] Please rank the following statements what you think is most helpful for recovery.,
laws_protect_treatment,[3],,[I favor passing laws to protect people from criminal charges for drug related crimes…] Do you disagree or agree with the following statements?,
access_med_jail,[3],,[I believe that people in jail/prison with an opioid use disorder should be allowed access to medication…] Do you disagree or agree with the following statements?,
req_treat_prob,"[3, 7, 8, 9]",,[Individuals who are on parole or probation with an opioid use disorder should be required to attend substance use treatment.] Do you disagree or agree with the following statements?,
oud_functionwell,[3],,[Individuals with an opioid use disorder can generally function well in their daily lives.] Do you disagree or agree with the following statements?,
know_where_help,[3],,[I would know where to go if I needed to find help for a friend with an opioid use disorder.] Do you disagree or agree with the following statements?,
oudresources_adequate,[3],,[Our community has adequate resources to help individuals with an opioid use disorder.] Do you disagree or agree with the following statements?,
news_influence,[3],,[The news media has influenced my opinions of individuals with an opioid use disorder.] Do you disagree or agree with the following statements?,
media_influence,[3],,[Popular media has influenced my opinions of individuals with an opioid use disorder.] Do you disagree or agree with the following statements?,
treat_hospital,[3],,[Hospital] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_rehabfac,[3],,[Rehabilitation facility] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_mhcenter,[3],,[Mental health center or facility] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_er,[3],,[Emergency room] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_privatedoc,[3],,[Private doctor's office] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_selfhelp,[3],,[Self-help group] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_communitybased,[3],,[Community-based recovery support] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_other,[3],,[Other – please specify:] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_othertext,[3],,[TEXTBOX] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_dk,[3],,[DON'T KNOW] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_skp,[3],,[SKIPPED ON WEB] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_ref,[3],,[REFUSED] Where did you receive treatment for your opioid/prescription pain medication misuse in the past 6 months?,
treat_mat,[3],,Have you received Medication Assisted Treatment (MAT)?,
mat_methadone,[3],,[Methadone] How is your Medication Assisted Treatment given to you?,
mat_oralbup,[3],,[Oral Buprenorphine] How is your Medication Assisted Treatment given to you?,
mat_injectbup,[3],,[Injectable Buprenorphine] How is your Medication Assisted Treatment given to you?,
mat_naltrexone,[3],,[Naltrexone] How is your Medication Assisted Treatment given to you?,
mat_other,[3],,[Other – please specify:] How is your Medication Assisted Treatment given to you?,
mat_othertext,[3],,[TEXTBOX] How is your Medication Assisted Treatment given to you?,
mat_dk,[3],,[DON'T KNOW] How is your Medication Assisted Treatment given to you?,
mat_skp,[3],,[SKIPPED ON WEB] How is your Medication Assisted Treatment given to you?,
mat_ref,[3],,[REFUSED] How is your Medication Assisted Treatment given to you?,
personaloverdose_times,[3],,How many times have you ever overdosed after taking opioids?,
personaloverdose_last,[3],,When was the last time you overdosed after taking opioids?,
narcan_personal,[3],,"To your knowledge, did someone administer naloxone (Narcan) to revive you?",
familyoud,"[3, 7, 8, 9]",,[Have any family members or close friends ever had an opioid use disorder or misused opioids?] Please answer yes or no to the following questions:,
narcan_family,[3],,"To your knowledge, did someone administer naloxone (Narcan) to revive them?",
protest_participant,[3],,"In the past month, have you participated in a public protest or gathering of more than 50 people?",
protest_arrested,[3],,Were you arrested as a part of your participation?,
primarycare_last,[3],,When is the last time you saw a primary care doctor?,
duration_norcnd,[3],,NORC-ND Omnibus Section: Interview duration in minutes,
education_college,[3],,At least some college education,
zkb_medications_recover,[3],,Zscore:  [People with an opioid use disorder need medications in order to recover.] Do you disagree or agree with the following statements about opioid use disorder?,
zkb_treat_recover,[3],,Zscore:  [Some forms of substance use treatment is effective at helping people recover from an opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
zkb_e_quitanytime,[3],,Zscore:  [A person struggling with an opioid use disorder can choose to quit using at any time if they put their mind to it.] Do you disagree or agree with the following statements about opioid use disorder?,
zkb_c_selfcontrol,[3],,Zscore:  [Most people who develop and/or struggle with an opioid use disorder lack self-control.] Do you disagree or agree with the following statements about opioid use disorder?,
zlaws_protect_treatment,[3],,Zscore:  [I favor passing laws to protect people from criminal charges for drug related crimes…] Do you disagree or agree with the following statements?,
zaccess_med_jail,[3],,Zscore:  [I believe that people in jail/prison with an opioid use disorder should be allowed access to medication…] Do you disagree or agree with the following statements?,
zreq_treat_prob,[3],,Zscore:  [Individuals who are on parole or probation with an opioid use disorder should be required to attend substance use treatment.] Do you disagree or agree with the following statements?,
zrecovery_common,[3],,Zscore:  [Recovery is the most common outcome for individuals with an opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
zfailing_common,[3],,Zscore:  [Multiple failed attempts is a common characteristic of recovery from opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
ps_treatment,"[4, 7, 8, 9]",,[I favor passing laws to protect people from criminal charges for drug related crimes if they attend substance use treatment.] Do you disagree or agree with the following statements?,
ss_currentsteal,"[4, 5, 7, 8, 9]",,[A person who currently has an opioid use disorder would be willing to steal money or valuable items in order to get drugs.] Do you disagree or agree with the following statements?,
ss_historysteal,"[4, 5, 7, 8, 9]",,[A person who has a past history of opioid use disorder would be willing to steal money or valuable items in order to get drugs.] Do you disagree or agree with the following statements?,
ss_currenthighrisk,"[4, 5, 7, 8, 9]",,[A person who currently has an opioid use disorder is likely to experience personal problems that would make them a high-risk employee in my workplace.] Do you disagree or agree with the following statements?,
ss_historyhighrisk,"[4, 5, 7, 8, 9]",,[A person who has a past history of opioid use disorder is likely to experience personal problems that would make them a high-risk employee in my workplace.] Do you disagree or agree with the following statements?,
race_whiteadvantage,"[4, 5, 7, 8, 9]",,[White people in the U.S. have certain advantages because of the color of their skin.] Do you disagree or agree with the following statements?,
race_successful,"[4, 5, 7, 8, 9]",,[Race is very important in determining who is successful and who is not.] Do you disagree or agree with the following statements?,
race_prison,"[4, 5, 7, 8, 9]",,[Race plays an important role in who gets sent to prison.] Do you disagree or agree with the following statements?,
race_socservices,"[4, 5, 7, 8, 9]",,[Race plays a major role in the type of social services (such as type of health care or day care) that people receive in the U.S.] Do you disagree or agree with the following statements?,
race_opportunity,"[4, 5, 7, 8, 9]",,[Racial and ethnic minorities do not have the same opportunities as white people in the U.S.] Do you disagree or agree with the following statements?,
race_minadvantage,"[4, 5, 7, 8, 9]",,[Racial and ethnic minorities in the U.S. have certain advantages because of the color of their skin.] Do you disagree or agree with the following statements?,
race_rich,"[4, 5, 7, 8, 9]",,"[Everyone who works hard, no matter what race they are, has an equal chance to become rich.] Do you disagree or agree with the following statements?",
race_whiteblame,"[4, 5, 7, 8, 9]",,[White people are more to blame for racial discrimination than racial and ethnic minorities.] Do you disagree or agree with the following statements?,
race_discrimination,"[4, 8, 9]",,[Mainly due to discrimination?] Do you think these differences are…,
race_learnability,"[4, 8, 9]",,[Because most Black people have less in-born ability to learn?] Do you think these differences are…,
race_education,"[4, 8, 9]",,[Because most Black people don't have the chance for education that it takes to rise out of poverty?] Do you think these differences are…,
race_motivation,"[4, 8, 9]",,[Because most Black people just don't have the motivation or will power to pull themselves up out of poverty?] Do you think these differences are…,
testreason_sick,[4],,"[I felt sick] You indicated you were tested for COVID-19, which of the following were reasons you got tested?",
testreason_exposed,[4],,"[I was afraid I got exposed from a recent activity (e.g, being on an airplane, large wedding, concert)] You indicated you were tested for COVID-19, which of the following were reasons you got tested?",
testreason_required,[4],,"[It was required] You indicated you were tested for COVID-19, which of the following were reasons you got tested?",
testreason_highrisk,[4],,"[I consider myself high-risk for COVID-19 and want to be safe] You indicated you were tested for COVID-19, which of the following were reasons you got tested?",
testreason_spread,[4],,"[I wanted to make sure I was not spreading the coronavirus to other people] You indicated you were tested for COVID-19, which of the following were reasons you got tested?",
testreason_free,[4],,"[My city/town was offering free testing] You indicated you were tested for COVID-19, which of the following were reasons you got tested?",
testreason_know,[4],,"[I just wanted to know] You indicated you were tested for COVID-19, which of the following were reasons you got tested?",
hh_testpositive,"[4, 5]",,[At least one has been tested and he/she tested positive] Has anyone else in your household (not counting yourself) been tested for COVID-19 (coronavirus)?,
hh_testnegative,"[4, 5]",,[At lease one has been tested and he/she NEVER tested positive] Has anyone else in your household (not counting yourself) been tested for COVID-19 (coronavirus)?,
hh_testunknown,"[4, 5]",,[At least one has been tested and I do not know the result] Has anyone else in your household (not counting yourself) been tested for COVID-19 (coronavirus)?,
hh_covidsymptoms,"[4, 5]",,"[At least one has not been tested, but he/she experienced COVID-19 symptoms] Has anyone else in your household (not counting yourself) been tested for COVID-19 (coronavirus)?",
hh_nocovid,"[4, 5]",,[At least one has not been tested and he/she has not experienced COVID-19 symptoms] Has anyone else in your household (not counting yourself) been tested for COVID-19 (coronavirus)?,
hh_nomembers,"[4, 5]",,[There is no one else living in my household] Has anyone else in your household (not counting yourself) been tested for COVID-19 (coronavirus)?,
hh_dk,"[4, 5]",,[DON'T KNOW] Has anyone else in your household (not counting yourself) been tested for COVID-19 (coronavirus)?,
hh_skp,"[4, 5]",,[SKIPPED ON WEB] Has anyone else in your household (not counting yourself) been tested for COVID-19 (coronavirus)?,
hh_ref,"[4, 5]",,[REFUSED] Has anyone else in your household (not counting yourself) been tested for COVID-19 (coronavirus)?,
hh_coviddeath,[4],,Has anyone in your household passed away/died because of COVID-19 (coronavirus)?,
washhands,"[4, 5]",,"[Washing/sanitizing hands more than usual] In the past two weeks, which of the following have you done as a general response to the coronavirus pandemic?",
avoidtransit,"[4, 5]",,"[Avoiding public transportation (e.g., bus, subway, train, commuter rail)] In the past two weeks, which of the following have you done as a general response to the coronavirus pandemic?",
lessgroups10,"[4, 5]",,"[Limiting interactions with others to groups of 10 or less] In the past two weeks, which of the following have you done as a general response to the coronavirus pandemic?",
